Kommentar	Sort1	Sort2	ID des ersten Bildes	Titel	Serie	Veröffentlichungsjahr	Link zum aktuellen Bild 2021	ID des Werkes	Link zum Werk	Link zum ersten Bild (300 dpi, JPG)	Link zu Wikicommons Bild	Land	Kreis (heute)	Ortsname (heute)	Stadtteilname (heute)	Ortsname (damals)	guess_Burg3	guess_Burg2	guess_Schloss3	Motivbeschreibung	guess_Adresse5	geoJson	osm_details_URL	geo_coords	osm_Name	Link zu Google Maps	guess_Adresse4	guess_Adresse3	guess_AmOrt2	guess_Schloss	guess_Hof	guess_Museum	guess_Burg	guess_Bach	guess_Werk	guess_Gasse	guess_Markt	guess_turm	guess_Graben	guess_Weg	guess_Strasse3	guess_Strasse2	guess_Platz	Guess_Street	guess_Adresse	Text1	text2	text3	text4	text5	Titel_old	Weitere Internetadressen
	779	20	5951462	Aachen, Corneliusbad, äußere Ansicht	4	1915		5723487	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723487	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951462	https://commons.wikimedia.org/wiki/File:5723487.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Corneliusbad, äußere Ansicht, Kamin im Saal							1																			 Corneliusbad	 äußere Ansicht	 Kamin im Saal			Aachen, Corneliusbad, äußere Ansicht, Kamin im Saal	
	838	21	5958824	Aachen, Eckschränkchen (Louis XVI), Kunstgewerbemuseum	4	1915		5723658	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723658	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958824	https://commons.wikimedia.org/wiki/File:5723658.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Eckschränkchen (Louis XVI), Kunstgewerbemuseum, innere Seite	Kunstgewerbemuseum	[]					Kunstgewerbemuseum					Kunstgewerbemuseum														 Eckschränkchen (Louis XVI)	 Kunstgewerbemuseum	 innere Seite			Aachen, Eckschränkchen (Louis XVI), Kunstgewerbemuseum, innere Seite	
	825	22	5958799	Aachen, Eilf Schornsteinstrasse 15	4	1915		5723645	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723645	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958799	https://commons.wikimedia.org/wiki/File:5723645.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Eilf Schornsteinstrasse 15	Schornsteinstrasse 15	[]					Schornsteinstrasse 15	Schornsteinstrasse 15													Schornsteinstrasse 15	Schornsteinstrasse 15				 Eilf Schornsteinstrasse 15					Aachen, Eilf Schornsteinstrasse 15	
	781	23	5951452	Aachen, Elisenbrunnen	4	1915		5723489	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723489	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951452	https://commons.wikimedia.org/wiki/File:5723489.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Elisenbrunnen							1																			 Elisenbrunnen					Aachen, Elisenbrunnen	
	782	24	5951447	Aachen, Elisenbrunnen, mittlerer Teil	4	1915		5723490	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723490	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951447	https://commons.wikimedia.org/wiki/File:5723490.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Elisenbrunnen, mittlerer Teil							1																			 Elisenbrunnen	 mittlerer Teil				Aachen, Elisenbrunnen, mittlerer Teil	
	817	25	5958744	Aachen, Elisenstrasse, altes Haus	4	1915		5723637	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723637	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958744	https://commons.wikimedia.org/wiki/File:5723637.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Elisenstrasse, altes Haus	Elisenstrasse	[]					Elisenstrasse														Elisenstrasse					 Elisenstrasse	 altes Haus				Aachen, Elisenstrasse, altes Haus	
	463	26	5798965	Aachen, Fenstergitter Klosterplatz 13	3	1911		5722825	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722825	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798965	https://commons.wikimedia.org/wiki/File:5722825.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Fenstergitter Klosterplatz 13	Klosterplatz 13	"[{""place_id"":""44206682"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""13870839"",""boundingbox"":[""50.7749503"",""50.7752551"",""6.0817834"",""6.0826188""],""lat"":""50.7751452"",""lon"":""6.0822695"",""display_name"":""Klosterplatz, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""27"",""category"":""highway"",""type"":""service"",""importance"":0.295}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=13870839	50.7751452,6.0822695	Klosterplatz, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		1																Klosterplatz 13			 Fenstergitter Klosterplatz 13		 Johanneskapelle			Aachen, Fenstergitter Klosterplatz 13	
	459	27	5798920	Aachen, Fenstergitter Roßstraße 31	3	1911		5722821	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722821	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798920	https://commons.wikimedia.org/wiki/File:5722821.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Fenstergitter Roßstraße 31	Roßstraße 31	[]					Roßstraße 31	Roßstraße 31													Roßstraße 31	Roßstraße 31		Roßstraße 31	Roßstraße 31	 Fenstergitter Roßstraße 31					Aachen, Fenstergitter Roßstraße 31	
	812	28	5958689	Aachen, Franzstrasse 49	4	1915		5723520	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723520	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958689	https://commons.wikimedia.org/wiki/File:5723520.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Franzstrasse 49	Franzstrasse 49	"[{""place_id"":""59147577"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""136592424"",""boundingbox"":[""50.7710683"",""50.7715041"",""6.0845312"",""6.0846536""],""lat"":""50.7712152"",""lon"":""6.0845891"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""secondary"",""importance"":0.21},{""place_id"":""41137189"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""4964410"",""boundingbox"":[""50.7693819"",""50.7699344"",""6.0855692"",""6.0862497""],""lat"":""50.7698544"",""lon"":""6.0857085"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.21},{""place_id"":""47496279"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""33474061"",""boundingbox"":[""50.8151428"",""50.8153415"",""6.26275"",""6.2628845""],""lat"":""50.8153415"",""lon"":""6.2628845"",""display_name"":""Franzstraße, Röthgen, Eschweiler, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52249, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""41190141"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""5111766"",""boundingbox"":[""50.8274048"",""50.8277843"",""6.1230821"",""6.1251763""],""lat"":""50.8275838"",""lon"":""6.1241721"",""display_name"":""Franzstraße, Morsbach, Würselen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52146, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""44752259"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""23725193"",""boundingbox"":[""50.8741089"",""50.874878"",""6.1762897"",""6.1793024""],""lat"":""50.874526"",""lon"":""6.1778776"",""display_name"":""Franzstraße, Schaufenberg, Alsdorf, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52477, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""52901166"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""76845905"",""boundingbox"":[""50.7680713"",""50.7681668"",""6.0869373"",""6.0870113""],""lat"":""50.7681179"",""lon"":""6.0869512"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""27"",""category"":""highway"",""type"":""footway"",""importance"":0.185}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=136592424	50.7712152,6.0845891	Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland		Franzstrasse 49	Franzstrasse 49													Franzstrasse 49	Franzstrasse 49				 Franzstrasse 49					Aachen, Franzstrasse 49	
	814	29	5958679	Aachen, Franzstrasse 54, Haustür	4	1915		5723522	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723522	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958679	https://commons.wikimedia.org/wiki/File:5723522.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Franzstrasse 54, Haustür	Franzstrasse 54	"[{""place_id"":""59147577"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""136592424"",""boundingbox"":[""50.7710683"",""50.7715041"",""6.0845312"",""6.0846536""],""lat"":""50.7712152"",""lon"":""6.0845891"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""secondary"",""importance"":0.21},{""place_id"":""41137189"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""4964410"",""boundingbox"":[""50.7693819"",""50.7699344"",""6.0855692"",""6.0862497""],""lat"":""50.7698544"",""lon"":""6.0857085"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.21},{""place_id"":""47496279"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""33474061"",""boundingbox"":[""50.8151428"",""50.8153415"",""6.26275"",""6.2628845""],""lat"":""50.8153415"",""lon"":""6.2628845"",""display_name"":""Franzstraße, Röthgen, Eschweiler, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52249, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""41190141"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""5111766"",""boundingbox"":[""50.8274048"",""50.8277843"",""6.1230821"",""6.1251763""],""lat"":""50.8275838"",""lon"":""6.1241721"",""display_name"":""Franzstraße, Morsbach, Würselen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52146, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""44752259"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""23725193"",""boundingbox"":[""50.8741089"",""50.874878"",""6.1762897"",""6.1793024""],""lat"":""50.874526"",""lon"":""6.1778776"",""display_name"":""Franzstraße, Schaufenberg, Alsdorf, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52477, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""52901166"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""76845905"",""boundingbox"":[""50.7680713"",""50.7681668"",""6.0869373"",""6.0870113""],""lat"":""50.7681179"",""lon"":""6.0869512"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""27"",""category"":""highway"",""type"":""footway"",""importance"":0.185}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=136592424	50.7712152,6.0845891	Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland		Franzstrasse 54	Franzstrasse 54													Franzstrasse 54	Franzstrasse 54				 Franzstrasse 54	 Haustür				Aachen, Franzstrasse 54, Haustür	
	811	30	5958694	Aachen, Franzstrasse 6	4	1915		5723519	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723519	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958694	https://commons.wikimedia.org/wiki/File:5723519.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Franzstrasse 6	Franzstrasse 6	"[{""place_id"":""52215162"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""84145236"",""boundingbox"":[""50.7709974"",""50.77142"",""6.0833544"",""6.0843878""],""lat"":""50.7711921"",""lon"":""6.08383400279339"",""display_name"":""Media Markt, 6, Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""30"",""category"":""shop"",""type"":""electronics"",""importance"":0.111},{""place_id"":""6275477"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""979267194"",""boundingbox"":[""50.7712"",""50.7713"",""6.0842631"",""6.0843631""],""lat"":""50.77125"",""lon"":""6.0843131"",""display_name"":""Ing Diba, 6, Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""30"",""category"":""amenity"",""type"":""atm"",""importance"":0.111,""icon"":""http:\/\/h00432l\/nominatim\/images\/mapicons\/money_atm2.p.20.png""}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=84145236	50.7711921,6.08383400279339	Media Markt, 6, Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland		Franzstrasse 6	Franzstrasse 6													Franzstrasse 6	Franzstrasse 6				 Franzstrasse 6		 Blick durch den Torbogen auf das Portal			Aachen, Franzstrasse 6	
	813	31	5958684	Aachen, Franzstrasse 67	4	1915		5723521	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723521	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958684	https://commons.wikimedia.org/wiki/File:5723521.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Franzstrasse 67	Franzstrasse 67	"[{""place_id"":""59147577"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""136592424"",""boundingbox"":[""50.7710683"",""50.7715041"",""6.0845312"",""6.0846536""],""lat"":""50.7712152"",""lon"":""6.0845891"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""secondary"",""importance"":0.21},{""place_id"":""41137189"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""4964410"",""boundingbox"":[""50.7693819"",""50.7699344"",""6.0855692"",""6.0862497""],""lat"":""50.7698544"",""lon"":""6.0857085"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.21},{""place_id"":""47496279"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""33474061"",""boundingbox"":[""50.8151428"",""50.8153415"",""6.26275"",""6.2628845""],""lat"":""50.8153415"",""lon"":""6.2628845"",""display_name"":""Franzstraße, Röthgen, Eschweiler, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52249, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""41190141"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""5111766"",""boundingbox"":[""50.8274048"",""50.8277843"",""6.1230821"",""6.1251763""],""lat"":""50.8275838"",""lon"":""6.1241721"",""display_name"":""Franzstraße, Morsbach, Würselen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52146, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""44752259"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""23725193"",""boundingbox"":[""50.8741089"",""50.874878"",""6.1762897"",""6.1793024""],""lat"":""50.874526"",""lon"":""6.1778776"",""display_name"":""Franzstraße, Schaufenberg, Alsdorf, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52477, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""52901166"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""76845905"",""boundingbox"":[""50.7680713"",""50.7681668"",""6.0869373"",""6.0870113""],""lat"":""50.7681179"",""lon"":""6.0869512"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""27"",""category"":""highway"",""type"":""footway"",""importance"":0.185}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=136592424	50.7712152,6.0845891	Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland		Franzstrasse 67	Franzstrasse 67													Franzstrasse 67	Franzstrasse 67				 Franzstrasse 67					Aachen, Franzstrasse 67	
	809	32	5958704	Aachen, Franzstrasse 8	4	1915		5723517	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723517	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958704	https://commons.wikimedia.org/wiki/File:5723517.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Franzstrasse 8	Franzstrasse 8	"[{""place_id"":""59147577"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""136592424"",""boundingbox"":[""50.7710683"",""50.7715041"",""6.0845312"",""6.0846536""],""lat"":""50.7712152"",""lon"":""6.0845891"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""secondary"",""importance"":0.21},{""place_id"":""41137189"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""4964410"",""boundingbox"":[""50.7693819"",""50.7699344"",""6.0855692"",""6.0862497""],""lat"":""50.7698544"",""lon"":""6.0857085"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.21},{""place_id"":""47496279"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""33474061"",""boundingbox"":[""50.8151428"",""50.8153415"",""6.26275"",""6.2628845""],""lat"":""50.8153415"",""lon"":""6.2628845"",""display_name"":""Franzstraße, Röthgen, Eschweiler, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52249, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""41190141"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""5111766"",""boundingbox"":[""50.8274048"",""50.8277843"",""6.1230821"",""6.1251763""],""lat"":""50.8275838"",""lon"":""6.1241721"",""display_name"":""Franzstraße, Morsbach, Würselen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52146, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""44752259"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""23725193"",""boundingbox"":[""50.8741089"",""50.874878"",""6.1762897"",""6.1793024""],""lat"":""50.874526"",""lon"":""6.1778776"",""display_name"":""Franzstraße, Schaufenberg, Alsdorf, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52477, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.2},{""place_id"":""52901166"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""76845905"",""boundingbox"":[""50.7680713"",""50.7681668"",""6.0869373"",""6.0870113""],""lat"":""50.7681179"",""lon"":""6.0869512"",""display_name"":""Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""27"",""category"":""highway"",""type"":""footway"",""importance"":0.185}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=136592424	50.7712152,6.0845891	Franzstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland		Franzstrasse 8	Franzstrasse 8													Franzstrasse 8	Franzstrasse 8				 Franzstrasse 8					Aachen, Franzstrasse 8	
	842	33	5958804	Aachen, geschnitzter Schrank im Suermondmuseum	4	1915		5723662	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723662	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958804	https://commons.wikimedia.org/wiki/File:5723662.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				geschnitzter Schrank im Suermondmuseum	Suermondmuseum	[]					Suermondmuseum					Suermondmuseum														 geschnitzter Schrank im Suermondmuseum		 Ost- u. Südseite			Aachen, geschnitzter Schrank im Suermondmuseum	
	843	34	5973590	Aachen, geschnitzter Schrank im Suermondmuseum, Detail	4	1915		5723663	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723663	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5973590	https://commons.wikimedia.org/wiki/File:5723663.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				geschnitzter Schrank im Suermondmuseum, Detail	Suermondmuseum	[]					Suermondmuseum					Suermondmuseum														 geschnitzter Schrank im Suermondmuseum	 Detail				Aachen, geschnitzter Schrank im Suermondmuseum, Detail	
	840	35	5958814	Aachen, großer Kamin im Rathause	4	1915		5723660	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723660	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958814	https://commons.wikimedia.org/wiki/File:5723660.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				großer Kamin im Rathause							1																			 großer Kamin im Rathause					Aachen, großer Kamin im Rathause	
	770	36	5951507	Aachen, großer Saal im alten Kurhaus	4	1915		5723478	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723478	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951507	https://commons.wikimedia.org/wiki/File:5723478.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				großer Saal im alten Kurhaus							1																			 großer Saal im alten Kurhaus					Aachen, großer Saal im alten Kurhaus	
	851	37	5973550	Aachen, Gut Kalkofen, äußere Ansicht	4	1915		5723671	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723671	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5973550	https://commons.wikimedia.org/wiki/File:5723671.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Gut Kalkofen, äußere Ansicht							1																			 Gut Kalkofen	 äußere Ansicht				Aachen, Gut Kalkofen, äußere Ansicht	
	854	38	5973534	Aachen, Gut Kalkofen, Herrenhaus	4	1915		5723674	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723674	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5973534	https://commons.wikimedia.org/wiki/File:5723674.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Gut Kalkofen, Herrenhaus							1																			 Gut Kalkofen	 Herrenhaus				Aachen, Gut Kalkofen, Herrenhaus	
	852	39	5973545	Aachen, Gut Kalkofen, innere Ansicht	4	1915		5723672	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723672	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5973545	https://commons.wikimedia.org/wiki/File:5723672.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Gut Kalkofen, innere Ansicht							1																			 Gut Kalkofen	 innere Ansicht				Aachen, Gut Kalkofen, innere Ansicht	
